년도,기준년월,"수출입구분:수입-I, 수출-E",AGCODE,HSCODE,국가코드,당월중량(kg),당월금액($),누계중량(kg),누계금액($)
2019,201910,I,116015102,2009790000,DE,0.0,0,4092.8,10288
2019,201910,I,116015102,2009790000,DK,0.0,0,0.7,12
2019,201910,I,116015102,2009790000,ES,1.0,22,11928.13,17103
2019,201910,I,116015102,2009790000,FR,0.0,0,6.95,40
2019,201910,I,116015102,2009790000,GB,0.0,0,8.0,35
2019,201910,I,116015102,2009790000,HR,0.0,0,70.0,193
2019,201910,I,116015102,2009790000,IL,0.0,0,4.77,31
2019,201910,I,116015102,2009790000,IT,20013.01,33260,60702.64,104164
2019,201910,I,116015102,2009790000,JP,0.0,0,1291.5,5578
2019,201910,I,116015102,2009790000,MD,0.0,0,13356.0,7726
2019,201910,I,116015102,2009790000,NZ,55590.0,105002,445810.0,865181
2019,201910,I,116015102,2009790000,PL,300.0,1224,301.5,1241
2019,201910,I,116015102,2009790000,SG,0.0,0,0.45,10
2019,201910,I,116015102,2009790000,TH,0.0,0,7.13,32
2019,201910,I,116015102,2009790000,TR,23105.89,54300,960680.41,1797940
2019,201910,I,116015102,2009790000,TW,0.0,0,1243.0,5456
2019,201910,I,116015102,2009790000,US,1.43,14,16330.81,46152
2019,201910,I,116015102,2009790000,UZ,0.0,0,2085.12,872
2019,201910,I,116015102,2009790000,VN,0.0,0,10.0,101
2019,201910,I,116015102,2009790000,ZA,0.0,0,33324.0,34163
2019,201910,I,116015900,2008992000,BE,0.0,0,2341.44,62016
2019,201910,I,116015900,2008992000,BG,0.0,0,1.2,28
2019,201910,I,116015900,2008992000,CA,219.65,2018,798.72,7835
2019,201910,I,116015900,2008992000,CH,0.0,0,0.7,23
2019,201910,I,116015900,2008992000,CL,240.0,4080,248.67,4134
2019,201910,I,116015900,2008992000,CN,105.0,1156,50064.0,140011
2019,201910,I,116015900,2008992000,DE,0.0,0,259.87,6732
2019,201910,I,116015900,2008992000,ES,3087.0,14385,58607.2,198051
2019,201910,I,116015900,2008992000,FR,3240.0,12281,9200.0,37497
2019,201910,I,116015900,2008992000,GB,0.0,0,3.38,50
2019,201910,I,116015900,2008992000,HU,0.0,0,354.75,1997
2019,201910,I,116015900,2008992000,IT,1094.4,4312,7142.54,26420
2019,201910,I,116015900,2008992000,JP,1498.0,7732,5396.0,27268
2019,201910,I,116015900,2008992000,MN,0.0,0,75.85,189
2019,201910,I,116015900,2008992000,NZ,0.0,0,1800.0,11790
2019,201910,I,116015900,2008992000,PL,100.0,73,400.3,422
2019,201910,I,116015900,2008992000,RU,0.0,0,10.5,564
2019,201910,I,116015900,2008992000,TR,0.0,0,150.0,919
2019,201910,I,116015900,2008992000,US,3432.66,19099,39031.19,130662
2019,201910,I,116020121,808300000,TW,16200.0,36297,16200.0,36297
2019,201910,I,116025900,2008400000,CA,70.66,639,376.32,3724
2019,201910,I,116025900,2008400000,CN,0.0,0,118310.37,87037
2019,201910,I,116025900,2008400000,DE,0.0,0,3.0,5
2019,201910,I,116025900,2008400000,ES,0.0,0,19998.41,60185
2019,201910,I,116025900,2008400000,FR,0.0,0,3952.0,15787
2019,201910,I,116025900,2008400000,IT,12240.0,13443,24498.38,24322
2019,201910,I,116025900,2008400000,PH,0.0,0,45.9,151
2019,201910,I,116025900,2008400000,TR,0.0,0,10390.0,14130
2019,201910,I,116025900,2008400000,US,0.0,0,1193.68,4819
2019,201910,I,116025900,2008400000,ZA,0.0,0,17107.0,27648
2019,201910,I,121010100,704902000,CN,276116.0,62151,315117.7,74368
2019,201910,I,121210100,706901000,CN,235300.0,73359,1252650.0,289960
2019,201910,I,121210100,706901000,VN,0.0,0,30.0,333
2019,201910,I,121210400,712902020,CN,258470.0,276997,1852686.2,2150789
2019,201910,I,121210400,712902020,US,0.0,0,0.3,27
2019,201910,I,121410200,710801000,BE,0.0,0,8.0,230
2019,201910,I,121410200,710801000,CN,1267860.0,780803,8779610.0,4682684
2019,201910,I,121410200,710801000,ES,0.0,0,382.2,493
2019,201910,I,121410200,710801000,FR,1200.0,2641,3900.0,8926
2019,201910,I,121410200,710801000,GB,0.0,0,728.0,998
2019,201910,I,121410200,710801000,US,0.0,0,1.5,12
2019,201910,I,121410200,710801000,VN,0.0,0,2.0,22
2019,201910,I,121410400,712200000,CN,68485.5,60702,1256329.89,1064332
2019,201910,I,121410400,712200000,ES,0.0,0,4.0,37
2019,201910,I,121410400,712200000,IN,402.0,1121,20181.3,34977
2019,201910,I,121410400,712200000,IT,0.0,0,11.34,719
2019,201910,I,121410400,712200000,US,20262.42,86492,186132.3,821154
2019,201910,I,121410400,712200000,VN,0.0,0,20.0,440
2019,201910,I,121415301,2001909070,AU,1.99,11,1.99,11
2019,201910,I,121415301,2001909070,DE,0.0,0,528.0,5968
2019,201910,I,121415301,2001909070,IT,2196.0,8490,7383.1,27264
2019,201910,I,121415301,2001909070,US,9.96,140,99.57,1157
2019,201910,I,121440200,710802000,CN,1517200.0,1758033,32288562.0,26937146
2019,201910,I,121440200,710802000,ES,0.0,0,500.0,2122
2019,201910,I,121440200,710802000,VN,0.0,0,10000.0,12756
2019,201910,I,121440300,711901000,ES,0.0,0,2.61,15
2019,201910,I,121440400,712901000,CA,0.0,0,2.3,43
2019,201910,I,121440400,712901000,CN,0.0,0,98890.1,159966
2019,201910,I,121440400,712901000,DE,0.0,0,3.0,14
2019,201910,I,121440400,712901000,EG,0.0,0,0.1,5
2019,201910,I,121440400,712901000,IN,0.0,0,0.2,6
2019,201910,I,121440400,712901000,IT,0.0,0,7.92,387
2019,201910,I,121440400,712901000,JP,0.0,0,0.01,1
2019,201910,I,121440400,712901000,US,172.4,9026,5199.56,116252
2019,201910,I,121440500,703201000,CN,20000.0,40221,166316.5,257027
2019,201910,I,121440500,703201000,UZ,0.0,0,8.5,84
2019,201910,I,121440600,703209000,CN,0.0,0,2841025.0,1522091
2019,201910,I,121440600,703209000,TH,0.0,0,6.0,61
2019,201910,I,121440600,703209000,TW,48000.0,75007,48000.0,75007
2019,201910,I,121445300,2001909060,CA,0.69,11,1.99,37
2019,201910,I,121445300,2001909060,CN,298854.0,309857,2479551.87,2813493
2019,201910,I,121445300,2001909060,TH,4905.0,10334,49366.4,76083
2019,201910,I,121445300,2001909060,US,2.02,79,2.02,79
2019,201910,I,121445300,2001909060,VN,0.0,0,6.0,212
2019,201910,I,121610102,709609000,CN,0.0,0,5.0,51
2019,201910,I,121610102,709609000,TH,0.0,0,0.1,2
2019,201910,I,121610121,904210000,AU,0.0,0,3.09,52
2019,201910,I,121610121,904210000,CA,0.0,0,0.2,5
2019,201910,I,121610121,904210000,CN,306604.5,887565,2706681.0,7627781
2019,201910,I,121610121,904210000,DE,0.0,0,3.8,29
2019,201910,I,121610121,904210000,ES,0.0,0,270.0,7855
2019,201910,I,121610121,904210000,GN,1.09,20,1.35,26
2019,201910,I,121610121,904210000,HU,0.0,0,0.0,1
2019,201910,I,121610121,904210000,IN,5.2,14,8.6,92
2019,201910,I,121610121,904210000,IT,0.0,0,1224.96,12754
2019,201910,I,121610121,904210000,JP,0.0,0,1.0,31
2019,201910,I,121610121,904210000,KE,0.0,0,9198.52,57010
2019,201910,I,121610121,904210000,MM,0.0,0,125.0,205
2019,201910,I,121610121,904210000,MW,900.0,6329,4900.0,32396
2019,201910,I,121610121,904210000,MX,0.0,0,10.4,68
2019,201910,I,121610121,904210000,NG,0.0,0,10.37,23
2019,201910,I,121610121,904210000,NL,0.0,0,0.6,9
2019,201910,I,121610121,904210000,TH,640.0,2392,2240.0,8332
2019,201910,I,121610121,904210000,UG,1.43,24,501.43,9020
2019,201910,I,121610121,904210000,US,20.13,1081,685.48,17513
2019,201910,I,121610121,904210000,VN,0.0,0,1680.0,1253
2019,201910,I,121610123,904220000,AU,2.7,35,10.47,97
2019,201910,I,121610123,904220000,BD,0.0,0,120.0,130
2019,201910,I,121610123,904220000,CA,0.0,0,1.5,6
2019,201910,I,121610123,904220000,CN,87267.9,276851,879873.06,2732955
2019,201910,I,121610123,904220000,DE,0.0,0,1.86,65
2019,201910,I,121610123,904220000,ES,0.0,0,2189.37,23220
2019,201910,I,121610123,904220000,FR,2.52,47,2.6,49
2019,201910,I,121610123,904220000,GB,0.06,11,51.94,1336
2019,201910,I,121610123,904220000,IL,0.0,0,8000.0,31182
2019,201910,I,121610123,904220000,IN,13360.0,31046,76472.3,185869
2019,201910,I,121610123,904220000,IT,0.0,0,108.0,639
2019,201910,I,121610123,904220000,JP,0.0,0,1307.62,14200
2019,201910,I,121610123,904220000,LK,525.0,1295,4057.0,10033
2019,201910,I,121610123,904220000,MA,0.0,0,0.5,5
2019,201910,I,121610123,904220000,MX,0.0,0,2.1,38
2019,201910,I,121610123,904220000,MY,0.0,0,200.3,1628
2019,201910,I,121610123,904220000,NL,0.0,0,3.7,69
2019,201910,I,121610123,904220000,SG,0.0,0,0.6,17
2019,201910,I,121610123,904220000,TH,0.0,0,25.4,327
2019,201910,I,121610123,904220000,US,359.89,14056,8508.83,160128
2019,201910,I,121610123,904220000,VN,0.0,0,600.0,1591
2019,201910,I,121610200,710807000,CN,21390780.0,11810571,181422510.0,99055773
2019,201910,I,121610200,710807000,ES,6.0,614,92014.2,105039
2019,201910,I,121610200,710807000,MM,0.0,0,40000.0,28000
2019,201910,I,121610200,710807000,PE,0.0,0,1.1,66
2019,201910,I,121610200,710807000,VN,368360.0,313940,5972187.2,4802316
2019,201910,I,121610310,711905091,CN,0.0,0,5.0,14
2019,201911,E,112011001,710100000,IN,0.0,0,9030.0,51569
2019,201911,E,112011001,710100000,MP,0.0,0,500.0,1047
2019,201911,E,112011001,710100000,RU,0.0,0,42965.5,74802
2019,201911,E,112011001,710100000,VN,0.0,0,6600.0,6600
2019,201911,E,112011100,701100000,KZ,0.0,0,7.0,60
2019,201911,E,112011100,701100000,VN,0.0,0,750000.0,345535
2019,201911,E,112011900,701900000,CA,0.0,0,18.0,353
2019,201911,E,112011900,701900000,GU,400.0,603,410.0,639
2019,201911,E,112011900,701900000,HK,7272.0,3516,67792.0,50028
2019,201911,E,112011900,701900000,KI,0.0,0,665.0,5820
2019,201911,E,112011900,701900000,MP,300.0,451,2400.0,4281
2019,201911,E,112011900,701900000,RU,0.0,0,337807.0,433634
2019,201911,E,112011900,701900000,SG,500.0,751,3841.5,6540
2019,201911,E,112011900,701900000,VN,0.0,0,120.0,47
2019,201911,E,112011900,701900000,VU,0.0,0,3673.0,15230
2019,201911,E,112012001,1105100000,CA,0.0,0,0.4,1
2019,201911,E,112012001,1105100000,CN,0.0,0,45071.1,89546
2019,201911,E,112012001,1105100000,GB,0.0,0,45.36,9
2019,201911,E,112012001,1105100000,HK,0.0,0,700.0,6851
2019,201911,E,112012001,1105100000,JP,422.4,3228,2822.4,16423
2019,201911,E,112012001,1105100000,PH,210.0,443,510.0,965
2019,201911,E,112012001,1105100000,TW,0.0,0,1000.0,2716
2019,201911,E,112012001,1105100000,US,0.0,0,198.0,2319
2019,201911,E,112012001,1105100000,VN,50.0,198,6336.95,13374
2019,201911,E,112012002,1105200000,AU,0.0,0,12898.07,47029
2019,201911,E,112012002,1105200000,CA,560.0,1030,3460.0,6142
2019,201911,E,112012002,1105200000,CL,0.0,0,4540.0,6995
2019,201911,E,112012002,1105200000,CN,327.0,3828,5933.64,65229
2019,201911,E,112012002,1105200000,PH,0.0,0,38.0,575
2019,201911,E,112012002,1105200000,TW,0.0,0,580.0,1429
2019,201911,E,112012002,1105200000,VN,0.0,0,160.0,392
2019,201911,E,112015901,2004100000,AU,0.0,0,2110.0,1667
2019,201911,E,112015901,2004100000,BE,0.0,0,27.36,39
2019,201911,E,112015901,2004100000,CA,0.0,0,2.5,611
2019,201911,E,112015901,2004100000,CN,0.0,0,1673.99,26093
2019,201911,E,112015901,2004100000,GU,0.0,0,708.0,1952
2019,201911,E,112015901,2004100000,HK,429.0,2031,1389.0,8653
2019,201911,E,112015901,2004100000,MY,0.0,0,28.8,297
2019,201911,E,112015901,2004100000,NL,0.0,0,40.0,4
2019,201911,E,112015901,2004100000,PH,0.0,0,196.0,582
2019,201911,E,112015901,2004100000,US,0.0,0,444.6,1640
2019,201911,E,112015903,2005201000,MP,0.0,0,144.0,950
2019,201911,E,112015904,2005209000,AU,1247.04,13390,23257.12,249131
2019,201911,E,112015904,2005209000,BR,0.0,0,690.0,6890
2019,201911,E,112015904,2005209000,CA,2204.4,24014,17124.12,187174
2019,201911,E,112015904,2005209000,CI,0.0,0,17.16,175
2019,201911,E,112015904,2005209000,CN,1038.44,9808,30410.94,267506
2019,201911,E,112015904,2005209000,DO,0.0,0,150.0,1564
2019,201911,E,112015904,2005209000,GB,240.0,2000,600.0,5000
2019,201911,E,112015904,2005209000,GU,0.0,0,220.8,2504
2019,201911,E,112015904,2005209000,HK,5141.18,46824,38209.3,335111
2019,201911,E,112015904,2005209000,ID,0.0,0,800.0,1139
2019,201911,E,112015904,2005209000,JP,948.2,4968,5284.13,31182
2019,201911,E,112015904,2005209000,MN,118.08,988,1345.38,8489
2019,201911,E,112015904,2005209000,MY,0.0,0,294.6,3526
2019,201911,E,112015904,2005209000,NZ,184.8,1973,573.0,6255
2019,201911,E,112015904,2005209000,PH,315.8,3158,4048.88,42054
2019,201911,E,112015904,2005209000,SG,354.36,981,4186.03,64353
2019,201911,E,112015904,2005209000,TH,89.0,969,803.0,9088
2019,201911,E,112015904,2005209000,TW,1368.0,21934,9563.4,102617
2019,201911,E,112015904,2005209000,US,12255.5,117638,115242.5,1167313
2019,201911,E,112015904,2005209000,VN,1806.0,5714,8118.84,67337
2019,201911,E,112015905,712902093,CN,0.0,0,10.0,165
2019,201911,E,112015905,712902093,US,0.0,0,12.0,149
2019,201911,E,116010101,808100000,AE,6.0,35,460.0,3627
2019,201911,E,116010101,808100000,BH,0.0,0,2000.0,6819
2019,201911,E,116010101,808100000,GB,0.0,0,464.0,2392
2019,201911,E,116010101,808100000,GU,0.0,0,521.5,2656
2019,201911,E,116010101,808100000,HK,19974.6,66621,188011.06,551275
2019,201911,E,116010101,808100000,ID,63.0,2459,12663.0,39779
2019,201911,E,116010101,808100000,KW,600.0,2546,600.0,2546
2019,201911,E,116010101,808100000,MH,0.0,0,35.0,664
2019,201911,E,116010101,808100000,MN,21160.0,38659,46253.8,129920
2019,201911,E,116010101,808100000,MO,0.0,0,20.0,26
2019,201911,E,116010101,808100000,MY,27383.0,58493,43703.0,120714
2019,201911,E,116010101,808100000,NL,0.0,0,50.0,229
2019,201911,E,116010101,808100000,PH,104.0,251,354.0,1152
2019,201911,E,116010101,808100000,RU,17370.0,47320,142987.4,199534
2019,201911,E,116010101,808100000,SG,25580.0,56033,174983.4,389816
2019,201911,E,116010101,808100000,TH,0.0,0,4590.0,17726
2019,201911,E,116010101,808100000,TW,351700.0,854605,853967.45,1962915
2019,201911,E,116010101,808100000,US,0.0,0,29808.0,129167
2019,201911,E,116010101,808100000,VN,236956.0,514397,428504.0,1179237
2019,201911,E,116010102,813300000,AU,4.8,275,4.8,275
2019,201911,E,116010102,813300000,CN,0.0,0,206.5,16896
2019,201911,E,116010102,813300000,HK,35.52,3229,163.29,15542
2019,201911,E,116010102,813300000,ID,0.0,0,5.2,93
2019,201911,E,116010102,813300000,IN,0.0,0,14.0,886
2019,201911,E,116010102,813300000,JP,0.0,0,4.0,257
2019,201911,E,116010102,813300000,MN,0.0,0,12.4,1162
2019,201911,E,116010102,813300000,MY,0.0,0,6.6,748
2019,201911,E,116010102,813300000,NZ,0.0,0,0.1,6
2019,201911,E,116010102,813300000,QA,0.0,0,0.02,25
2019,201911,E,116010102,813300000,SG,0.0,0,21.88,1139
2019,201911,E,116010102,813300000,TH,0.0,0,2.4,337
2019,201911,E,116010102,813300000,TW,34.49,1682,237.32,16418
2019,201911,E,116010102,813300000,US,15.0,871,220.7,6889
2019,201911,E,116010102,813300000,VN,0.0,0,2.0,227
2019,201911,E,116015101,2009710000,AU,1845.0,5040,1845.0,5040
2019,201911,E,116015101,2009710000,BD,0.0,0,3942.0,2453
2019,201911,E,116015101,2009710000,CN,0.0,0,1493.8,3166
2019,201911,E,116015101,2009710000,HK,0.0,0,698.0,2958
2019,201911,E,116015101,2009710000,ID,1.0,11,1.0,11
2019,201911,E,116015101,2009710000,NZ,0.0,0,60.0,58
2019,201911,E,116015101,2009710000,PH,0.0,0,48.0,127
2019,201911,E,116015101,2009710000,SG,26.5,57,26.5,57
2019,201911,E,116015101,2009710000,TW,0.0,0,2590.0,26788
2019,201911,E,116015101,2009710000,US,0.0,0,15225.2,41584
2019,201911,E,116015101,2009710000,VN,110.0,239,29720.0,73574
2019,201911,E,116015102,2009790000,BD,0.0,0,1242.0,1188
2019,201911,E,116015102,2009790000,CA,0.0,0,134.4,430
2019,201911,E,116015102,2009790000,CL,39603.0,59404,39603.0,59404
2019,201911,E,116015102,2009790000,CN,1691.2,2193,27766.2,38359
2019,201911,E,116015102,2009790000,HK,0.0,0,492.5,1907
2019,201911,E,116015102,2009790000,KW,18.0,112,18.0,112
2019,201911,E,116015102,2009790000,MN,0.0,0,900.0,4274
2019,201911,E,116015102,2009790000,MP,0.0,0,188.2,675
2019,201911,E,116015102,2009790000,MY,0.0,0,670.0,2615
2019,201911,E,116015102,2009790000,RU,6.2,5,6.2,5
2019,201911,E,116015102,2009790000,SG,0.0,0,19.2,1002
2019,201911,E,116015102,2009790000,TW,480.0,1284,6962.0,10689
2019,201911,E,116015102,2009790000,US,0.0,0,1.0,80
2019,201911,E,116015102,2009790000,VN,0.0,0,944.55,3910
2019,201911,E,116015900,2008992000,AU,0.0,0,42.5,1020
2019,201911,E,116015900,2008992000,CN,0.0,0,5003.0,10327
2019,201911,E,116015900,2008992000,HK,0.0,0,3000.0,9613
2019,201911,E,116015900,2008992000,ID,0.0,0,798.0,2940
2019,201911,E,116015900,2008992000,JP,5130.0,16105,11424.0,35724
2019,201911,E,116015900,2008992000,MO,0.0,0,360.0,1200
2019,201911,E,116015900,2008992000,MY,0.0,0,330.0,534
2019,201911,E,116015900,2008992000,TW,2676.0,8364,64572.51,189308
2019,201911,E,116015900,2008992000,US,0.0,0,3204.1,12267
2019,201911,E,116020121,808300000,AE,5830.0,18490,35541.5,105193
2019,201911,E,116020121,808300000,AT,0.0,0,21.8,36
2019,201911,E,116020121,808300000,AU,44000.0,131879,201391.92,616497
2019,201911,E,116020121,808300000,BH,0.0,0,3750.0,8483
2019,201911,E,116020121,808300000,BN,0.0,0,110.0,411
2019,201911,E,116020121,808300000,BR,0.0,0,20456.0,72214
2019,201911,E,116020121,808300000,CA,95372.0,295260,315274.6,1028501
2019,201911,E,116020121,808300000,CN,0.0,0,5.0,6
2019,201911,E,116020121,808300000,DE,0.0,0,12000.0,40060
2019,201911,E,116020121,808300000,FR,75.0,233,5875.0,29885
2019,201911,E,116020121,808300000,GB,35.0,71,643.4,1695
2019,201911,E,116020121,808300000,GT,0.0,0,11550.0,50700
2019,201911,E,116020121,808300000,GU,2000.0,8189,37310.0,112396
2019,201911,E,116020121,808300000,HK,72010.92,134915,429360.64,1009220
2019,201911,E,116020121,808300000,ID,38294.0,99899,199631.0,554936
2019,201911,E,116020121,808300000,IN,43800.0,90339,55541.0,120945
2019,201911,E,116020121,808300000,KH,0.0,0,1110.0,4277
2019,201911,E,116020121,808300000,KW,1625.0,3923,1825.0,5503
2019,201911,E,116020121,808300000,MH,0.0,0,45.0,2083
2019,201911,E,116020121,808300000,MM,0.0,0,13905.0,26986
2019,201911,E,116020121,808300000,MN,3390.0,5195,7755.0,15881
2019,201911,E,116020121,808300000,MO,0.0,0,29.0,207
2019,201911,E,116020121,808300000,MP,0.0,0,3160.0,11965
2019,201911,E,116020121,808300000,MY,49581.1,84678,100318.0,207701
2019,201911,E,116020121,808300000,NL,0.0,0,37896.0,120083
2019,201911,E,116020121,808300000,NZ,21680.0,44005,81153.97,200908
2019,201911,E,116020121,808300000,PE,0.0,0,7815.3,19499
2019,201911,E,116020121,808300000,PH,12780.0,40690,13030.0,41411
2019,201911,E,116020121,808300000,RO,0.0,0,900.0,917
2019,201911,E,116020121,808300000,RU,2820.0,6634,20329.8,43569
2019,201911,E,116020121,808300000,SG,10432.4,29771,176555.9,424811
2019,201911,E,116020121,808300000,TH,42626.0,129059,152737.0,507151
2019,201911,E,116020121,808300000,TW,1708018.7,3831734,7833679.55,20695765
2019,201911,E,116020121,808300000,US,2677921.48,8143584,9856222.51,30004787
2019,201911,E,116020121,808300000,VN,1040879.6,1906032,5713564.64,13016039
2019,201911,E,116025900,2008400000,CN,0.0,0,3600.0,9748
2019,201911,E,116025900,2008400000,GU,8500.0,17000,15550.0,33930
2019,201911,E,116025900,2008400000,HK,0.0,0,1200.0,3210
2019,201911,E,116025900,2008400000,TW,0.0,0,5.36,150
2019,201911,E,121010100,704902000,AE,0.0,0,20.0,97
2019,201911,E,121010100,704902000,CA,156750.0,130679,1269791.0,854371
2019,201911,E,121010100,704902000,GB,0.0,0,5600.0,2632
2019,201911,E,121010100,704902000,GU,3900.0,4426,116127.0,132371
2019,201911,E,121010100,704902000,HK,11000.0,8050,56555.0,29010
2019,201911,E,121010100,704902000,ID,0.0,0,2500.0,1735
2019,201911,E,121010100,704902000,JP,0.0,0,1.0,9
2019,201911,E,121010100,704902000,KI,0.0,0,765.0,2892
2019,201911,E,121010100,704902000,MH,0.0,0,2700.0,7375
2019,201911,E,121010100,704902000,MN,0.0,0,21.0,44
2019,201911,E,121010100,704902000,MP,20810.0,41925,95337.0,190244
2019,201911,E,121010100,704902000,MY,0.0,0,17750.0,10109
2019,201911,E,121010100,704902000,PH,0.0,0,20.0,17
2019,201911,E,121010100,704902000,RU,0.0,0,169.6,263
2019,201911,E,121010100,704902000,SG,4987.4,11492,282963.16,151581
2019,201911,E,121010100,704902000,TW,1169565.0,771097,23733366.0,14324265
2019,201911,E,121010100,704902000,VN,14410.0,1376,638879.5,182731
2019,201911,E,121210100,706901000,AE,0.0,0,8.0,57
2019,201911,E,121210100,706901000,CA,0.0,0,491890.5,208442
2019,201911,E,121210100,706901000,GB,0.0,0,17600.0,9337
2019,201911,E,121210100,706901000,GU,6000.0,5608,66000.0,61634
2019,201911,E,121210100,706901000,HK,2324.0,1675,17339.2,9644
2019,201911,E,121210100,706901000,MH,0.0,0,1080.0,656
2019,201911,E,121210100,706901000,MP,3750.0,3598,40125.0,39755
2019,201911,E,121210100,706901000,MY,247.0,597,6862.0,4251
2019,201911,E,121210100,706901000,NL,0.0,0,490.0,6524
2019,201911,E,121210100,706901000,PH,0.0,0,900.0,300
2019,201911,E,121210100,706901000,RU,6065.0,9843,6465.0,10044
2019,201911,E,121210100,706901000,SG,4151.0,6840,41638.4,45258
2019,201911,E,121210100,706901000,US,35000.0,35432,3093380.0,1548537
2019,201911,E,121210100,706901000,VN,20.0,18,91643.0,64268
2019,201911,E,121210400,712902020,AE,0.0,0,45.0,917
2019,201911,E,121210400,712902020,AU,0.0,0,3601.0,28195
2019,201911,E,121210400,712902020,CA,60.0,1057,1387.8,21230
2019,201911,E,121210400,712902020,CN,0.0,0,3.0,52
2019,201911,E,121210400,712902020,CZ,0.0,0,81.0,990
2019,201911,E,121210400,712902020,GB,0.0,0,187.4,2693
2019,201911,E,121210400,712902020,GU,0.0,0,105.0,846
2019,201911,E,121210400,712902020,IQ,0.0,0,258.0,2966
2019,201911,E,121210400,712902020,JP,0.0,0,101.0,1361
2019,201911,E,121210400,712902020,KH,0.0,0,1400.0,467
2019,201911,E,121210400,712902020,KW,0.0,0,179.68,3528
2019,201911,E,121210400,712902020,MP,0.0,0,60.0,563
2019,201911,E,121210400,712902020,MY,0.0,0,100.0,629
2019,201911,E,121210400,712902020,NZ,0.0,0,490.96,6093
2019,201911,E,121210400,712902020,PH,0.0,0,34.0,342
2019,201911,E,121210400,712902020,SG,0.0,0,144.0,323
2019,201911,E,121210400,712902020,TH,0.0,0,180.0,916
2019,201911,E,121210400,712902020,TW,0.0,0,245.0,2624
2019,201911,E,121210400,712902020,US,3506.4,22631,60185.16,269432
2019,201911,E,121410200,710801000,US,0.0,0,20.0,1
2019,201911,E,121410400,712200000,MY,1.0,8,10004.0,4946
2019,201911,E,121410400,712200000,US,0.0,0,12.0,181
2019,201911,E,121440200,710802000,CA,0.0,0,355.44,4335
2019,201911,E,121440200,710802000,CZ,0.0,0,1100.0,4943
2019,201911,E,121440200,710802000,IQ,0.0,0,1000.0,3053
2019,201911,E,121440200,710802000,JP,472.44,6444,4956.96,67454
2019,201911,E,121440200,710802000,MN,0.0,0,16.0,224
2019,201911,E,121440200,710802000,NL,12.0,193,12.0,193
2019,201911,E,121440200,710802000,PH,0.0,0,481.49,6209
2019,201911,E,121440200,710802000,US,23356.4,90744,52919.9,204135
2019,201911,E,121440300,711901000,MP,0.0,0,31.5,1080
2019,201911,E,121440400,712901000,AU,0.0,0,24.0,343
2019,201911,E,121440400,712901000,CN,24.0,336,115.61,1368
2019,201911,E,121440400,712901000,FR,0.0,0,113.0,4511
2019,201911,E,121440400,712901000,GB,0.0,0,22.5,691
2019,201911,E,121440400,712901000,IT,0.0,0,2.0,18
2019,201911,E,121440400,712901000,NG,0.0,0,20.0,270
2019,201911,E,121440400,712901000,PH,20.0,380,20.0,380
2019,201911,E,121440400,712901000,PL,0.0,0,66.0,4366
2019,201911,E,121440400,712901000,SA,0.0,0,0.25,10
2019,201911,E,121440400,712901000,SG,0.0,0,9.83,439
2019,201911,E,121440400,712901000,TW,0.0,0,5.0,30
2019,201911,E,121440400,712901000,US,1220.0,19878,6663.7,112749
2019,201911,E,121440400,712901000,VN,0.0,0,361.0,5985
2019,201911,E,121440500,703201000,CA,932.52,4172,2483.32,15190
2019,201911,E,121440500,703201000,FR,0.0,0,200.0,536
2019,201911,E,121440500,703201000,HK,200.0,768,2749.0,31027
2019,201911,E,121440500,703201000,MN,130.8,767,537.8,2979
2019,201911,E,121440500,703201000,MP,4.5,109,39.5,878
2019,201911,E,121440500,703201000,MY,0.0,0,52.6,714
2019,201911,E,121440500,703201000,NL,0.0,0,258.0,3296
2019,201911,E,121440500,703201000,PH,0.0,0,100.0,172
2019,201911,E,121440500,703201000,RU,0.0,0,10.0,61
2019,201911,E,121440500,703201000,SG,157.8,1050,2221.0,17769
2019,201911,E,121440500,703201000,TW,0.0,0,15.0,167
2019,201911,E,121440500,703201000,US,198371.16,582311,665968.56,2083799
2019,201911,E,121440500,703201000,VN,0.0,0,292.5,2125
2019,201911,E,121440600,703209000,CA,0.0,0,58.5,776
2019,201911,E,121440600,703209000,DE,0.0,0,160.0,290
2019,201911,E,121440600,703209000,GU,0.0,0,20.0,88
2019,201911,E,121440600,703209000,HK,28.0,475,1825.2,45908
2019,201911,E,121440600,703209000,JP,0.0,0,177.84,3648
2019,201911,E,121440600,703209000,KI,0.0,0,1459.0,3616
2019,201911,E,121440600,703209000,MN,0.0,0,98.0,560
2019,201911,E,121440600,703209000,NL,0.0,0,800.0,1504
2019,201911,E,121440600,703209000,RU,0.0,0,36252.0,59804
2019,201911,E,121440600,703209000,TH,0.0,0,60.0,334
2019,201911,E,121440600,703209000,TW,48000.0,66300,788500.0,639626
2019,201911,E,121440600,703209000,US,0.0,0,40.0,71
2019,201911,E,121445300,2001909060,AE,445.2,2090,445.2,2090
2019,201911,E,121445300,2001909060,DE,0.0,0,24.0,103
2019,201911,E,121445300,2001909060,HK,0.0,0,774.4,4891
2019,201911,E,121445300,2001909060,JP,0.0,0,7.5,189
2019,201911,E,121445300,2001909060,KW,0.0,0,60.0,309
2019,201911,E,121445300,2001909060,MN,0.0,0,1800.0,14760
2019,201911,E,121445300,2001909060,NZ,0.0,0,435.2,2691
2019,201911,E,121445300,2001909060,PH,0.0,0,652.8,4361
